,Unnamed: 0,time,value
0,0,2019-03-13T15:45:00Z,830019327
1,1,2019-03-13T15:45:00Z,565640174197
2,2,2019-03-13T15:45:00Z,581762232
3,3,2019-03-13T15:45:00Z,66328088
4,4,2019-03-13T15:45:00Z,8124329277
5,5,2019-03-13T15:45:00Z,2109160134
6,6,2019-03-13T15:45:00Z,121480147
7,7,2019-03-13T15:45:00Z,31471230716
8,8,2019-03-13T15:45:00Z,45190358684
9,9,2019-03-13T15:45:00Z,248363193788
10,10,2019-03-13T15:45:00Z,445101662
11,11,2019-03-13T15:45:00Z,234649366
12,12,2019-03-13T15:45:00Z,49525818375
13,13,2019-03-13T15:45:00Z,34931036576
14,14,2019-03-13T15:45:00Z,211054739422
15,15,2019-03-13T15:45:00Z,315650825
16,16,2019-03-13T15:45:00Z,67531322919
17,17,2019-03-13T15:45:00Z,480814766
18,18,2019-03-13T15:45:00Z,2293018122
19,19,2019-03-13T15:45:00Z,414424881
20,20,2019-03-13T15:46:00Z,2341508583
21,21,2019-03-13T15:46:00Z,463015328
22,22,2019-03-13T15:46:00Z,36077092936
23,23,2019-03-13T15:46:00Z,598467021
24,24,2019-03-13T15:46:00Z,903240433
25,25,2019-03-13T15:46:00Z,592005569060
26,26,2019-03-13T15:46:00Z,774888697
27,27,2019-03-13T15:46:00Z,282871187
28,28,2019-03-13T15:46:00Z,2478241288
29,29,2019-03-13T15:46:00Z,9661336308
30,30,2019-03-13T15:46:00Z,606022097
31,31,2019-03-13T15:46:00Z,49643550720
32,32,2019-03-13T15:46:00Z,497635257
33,33,2019-03-13T15:46:00Z,49099527104
34,34,2019-03-13T15:46:00Z,265660930642
35,35,2019-03-13T15:46:00Z,302747879
36,36,2019-03-13T15:46:00Z,69810263047
37,37,2019-03-13T15:46:00Z,40085056819
38,38,2019-03-13T15:46:00Z,450819606
39,39,2019-03-13T15:46:00Z,215253448279
40,40,2019-03-13T15:47:00Z,628921998
41,41,2019-03-13T15:47:00Z,220935026378
42,42,2019-03-13T15:47:00Z,446081566
43,43,2019-03-13T15:47:00Z,42499293662
44,44,2019-03-13T15:47:00Z,2375443411
45,45,2019-03-13T15:47:00Z,487887476
46,46,2019-03-13T15:47:00Z,1671977693
47,47,2019-03-13T15:47:00Z,619519767
48,48,2019-03-13T15:47:00Z,621420330847
49,49,2019-03-13T15:47:00Z,1005943215
50,50,2019-03-13T15:47:00Z,45805358309
51,51,2019-03-13T15:47:00Z,521560456
52,52,2019-03-13T15:47:00Z,746275469
53,53,2019-03-13T15:47:00Z,2824429103
54,54,2019-03-13T15:47:00Z,11099245029
55,55,2019-03-13T15:47:00Z,51470976914
56,56,2019-03-13T15:47:00Z,72272118520
57,57,2019-03-13T15:47:00Z,53997905136
58,58,2019-03-13T15:47:00Z,344377908
59,59,2019-03-13T15:47:00Z,284887524948
60,60,2019-03-13T15:48:00Z,414011918
61,61,2019-03-13T15:48:00Z,303198010851
62,62,2019-03-13T15:48:00Z,632629185
63,63,2019-03-13T15:48:00Z,638032248
64,64,2019-03-13T15:48:00Z,809091335
65,65,2019-03-13T15:48:00Z,225399156290
66,66,2019-03-13T15:48:00Z,1730500751
67,67,2019-03-13T15:48:00Z,47974751251
68,68,2019-03-13T15:48:00Z,529088901
69,69,2019-03-13T15:48:00Z,2386047334
70,70,2019-03-13T15:48:00Z,58118907834
71,71,2019-03-13T15:48:00Z,820613919
72,72,2019-03-13T15:48:00Z,50158852275
73,73,2019-03-13T15:48:00Z,650806322984
74,74,2019-03-13T15:48:00Z,1085248928
75,75,2019-03-13T15:48:00Z,546069952
76,76,2019-03-13T15:48:00Z,75236813840
77,77,2019-03-13T15:48:00Z,3080789300
78,78,2019-03-13T15:48:00Z,54226833964
79,79,2019-03-13T15:48:00Z,12541563937
80,80,2019-03-13T15:49:00Z,57349107178
81,81,2019-03-13T15:49:00Z,14098799043
82,82,2019-03-13T15:49:00Z,53952362109
83,83,2019-03-13T15:49:00Z,652663408
84,84,2019-03-13T15:49:00Z,451890181
85,85,2019-03-13T15:49:00Z,319431757592
86,86,2019-03-13T15:49:00Z,2091320057
87,87,2019-03-13T15:49:00Z,955298126
88,88,2019-03-13T15:49:00Z,228710971536
89,89,2019-03-13T15:49:00Z,994766207
90,90,2019-03-13T15:49:00Z,3392528115
91,91,2019-03-13T15:49:00Z,54550580734
92,92,2019-03-13T15:49:00Z,62767470187
93,93,2019-03-13T15:49:00Z,546704051
94,94,2019-03-13T15:49:00Z,2417101333
95,95,2019-03-13T15:49:00Z,893343979
96,96,2019-03-13T15:49:00Z,77138798787
97,97,2019-03-13T15:49:00Z,675827266674
98,98,2019-03-13T15:49:00Z,593168606
99,99,2019-03-13T15:49:00Z,1159996731
100,100,2019-03-13T15:50:00Z,619489087
101,101,2019-03-13T15:50:00Z,1225124264
102,102,2019-03-13T15:50:00Z,1073398080
103,103,2019-03-13T15:50:00Z,59257226218
104,104,2019-03-13T15:50:00Z,58279505729
105,105,2019-03-13T15:50:00Z,15461666281
106,106,2019-03-13T15:50:00Z,2146386920
107,107,2019-03-13T15:50:00Z,663714699
108,108,2019-03-13T15:50:00Z,336192789893
109,109,2019-03-13T15:50:00Z,497731121
110,110,2019-03-13T15:50:00Z,701335138137
111,111,2019-03-13T15:50:00Z,67005556972
112,112,2019-03-13T15:50:00Z,3746448523
113,113,2019-03-13T15:50:00Z,233718098181
114,114,2019-03-13T15:50:00Z,1175809166
115,115,2019-03-13T15:50:00Z,59102996854
116,116,2019-03-13T15:50:00Z,79634233071
117,117,2019-03-13T15:50:00Z,598569881
118,118,2019-03-13T15:50:00Z,981885228
119,119,2019-03-13T15:50:00Z,2433730451
120,120,2019-03-13T15:51:00Z,1083181449
121,121,2019-03-13T15:51:00Z,2497295743
122,122,2019-03-13T15:51:00Z,694758267
123,123,2019-03-13T15:51:00Z,3004267482
124,124,2019-03-13T15:51:00Z,670858685
125,125,2019-03-13T15:51:00Z,1290400509
126,126,2019-03-13T15:51:00Z,2666234495
127,127,2019-03-13T15:51:00Z,64522424209
128,128,2019-03-13T15:51:00Z,16909458056
129,129,2019-03-13T15:51:00Z,60301030438
130,130,2019-03-13T15:51:00Z,620876366
131,131,2019-03-13T15:51:00Z,4084427937
132,132,2019-03-13T15:51:00Z,728482010171
133,133,2019-03-13T15:51:00Z,354111788557
134,134,2019-03-13T15:51:00Z,541230959
135,135,2019-03-13T15:51:00Z,70751795051
136,136,2019-03-13T15:51:00Z,81978356184
137,137,2019-03-13T15:51:00Z,238058497584
138,138,2019-03-13T15:51:00Z,63228567972
139,139,2019-03-13T15:51:00Z,1293981997
140,140,2019-03-13T15:52:00Z,68320833111
141,141,2019-03-13T15:52:00Z,1451830975
142,142,2019-03-13T15:52:00Z,70312979792
143,143,2019-03-13T15:52:00Z,723901203
144,144,2019-03-13T15:52:00Z,1233320052
145,145,2019-03-13T15:52:00Z,2533901674
146,146,2019-03-13T15:52:00Z,3045107687
147,147,2019-03-13T15:52:00Z,3719675153
148,148,2019-03-13T15:52:00Z,1370329735
149,149,2019-03-13T15:52:00Z,705697935
150,150,2019-03-13T15:52:00Z,242170175802
151,151,2019-03-13T15:52:00Z,754463731564
152,152,2019-03-13T15:52:00Z,653802568
153,153,2019-03-13T15:52:00Z,18245912262
154,154,2019-03-13T15:52:00Z,60524788474
155,155,2019-03-13T15:52:00Z,4523348520
156,156,2019-03-13T15:52:00Z,84382316355
157,157,2019-03-13T15:52:00Z,370550806489
158,158,2019-03-13T15:52:00Z,74727307166
159,159,2019-03-13T15:52:00Z,595799357
160,160,2019-03-13T15:53:00Z,79203704862
161,161,2019-03-13T15:53:00Z,631116166
162,162,2019-03-13T15:53:00Z,4565232020
163,163,2019-03-13T15:53:00Z,75842412131
164,164,2019-03-13T15:53:00Z,73533690133
165,165,2019-03-13T15:53:00Z,1643065893
166,166,2019-03-13T15:53:00Z,3503581665
167,167,2019-03-13T15:53:00Z,754088904
168,168,2019-03-13T15:53:00Z,2577758704
